RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;;9782755669398;Seasons Tome 1- Grand Format;Morgane Moncomble;;;Hugo Roman;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/seasons-tome-1-un-automne-pour-te-pardonner-9782755669398.html;['Livres', 'Littérature', 'Romans'];17,00 €;Ebook9,99 €;https://products-images.di-static.com/image/morgane-moncomble-seasons-tome-1-un-automne-pour-te-pardonner/9782755669398-45x70-1.webp 1x,https://products-images.di-static.com/image/morgane-moncomble-seasons-tome-1-un-automne-pour-te-pardonner/9782755669398-45x70-2.webp 2x;Date de parution|20/09/2023|Editeur|Hugo Roman|Collection|New Romance|ISBN|978-2-7556-6939-8|EAN|9782755669398|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Dimensions|13,0 cm × 20,5 cm × 0,0 cm;978-2-7556-6939-8;Grand Format;Broché;256 pages;;13,0 cm × 20,5 cm × 0,0 cm;New Romance
;;9782080283139;Terres d'automne- Grand Format;Franck Bouysse;;;Arthaud;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/terres-d-automne-9782080283139.html;['Livres', 'Littérature', 'Romans'];13,00 €;Ebook9,49 €;https://products-images.di-static.com/image/franck-bouysse-terres-d-automne/9782080283139-45x70-1.webp 1x,https://products-images.di-static.com/image/franck-bouysse-terres-d-automne/9782080283139-45x70-2.webp 2x;Date de parution|20/09/2023|Editeur|Arthaud|Collection|Versant intime|ISBN|978-2-08-028313-9|EAN|9782080283139|Format|Grand Format|Présentation|Broché|Nb. de pages|160 pages|Poids|0.184 Kg|Dimensions|12,6 cm × 21,0 cm × 1,2 cm;978-2-08-028313-9;Grand Format;Broché;160 pages;0.184 Kg;12,6 cm × 21,0 cm × 1,2 cm;Versant intime
;;9782494049840;Le Roman de Saint Louis- Grand Format;Philippe de Villiers;;;Odio éditions;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/cd-rom/le-roman-de-saint-louis-9782494049840.html;['Livres', 'Littérature', 'Romans'];14,99 €;pas de prix ebook;https://products-images.di-static.com/image/avm-diffusion-le-roman-de-saint-louis/9782494049840-475x500-1.webp 1x,https://products-images.di-static.com/image/avm-diffusion-le-roman-de-saint-louis/9782494049840-475x500-2.webp 2x;Date de parution|20/09/2023|Editeur|Odio éditions|ISBN|978-2-494049-84-0|EAN|9782494049840|Format|Grand Format|Présentation|Boîte|Dimensions|14,0 cm × 19,0 cm × 0,0 cm;978-2-494049-84-0;Grand Format;Boîte;;;14,0 cm × 19,0 cm × 0,0 cm;
;;9782365593199;Le péché d'écarlate- Grand Format;Jean Anglade;;;Les Editions Retrouvées;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/le-peche-d-ecarlate-9782365593199.html;['Livres', 'Littérature', 'Romans'];14,50 €;Ebook12,99 €;https://products-images.di-static.com/image/jean-anglade-le-peche-d-ecarlate/9782258147287-70x95-1.webp 1x,https://products-images.di-static.com/image/jean-anglade-le-peche-d-ecarlate/9782258147287-70x95-2.webp 2x;Date de parution|20/09/2023|Editeur|Les Editions Retrouvées|ISBN|978-2-36559-319-9|EAN|9782365593199|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Dimensions|15,0 cm × 22,0 cm × 0,0 cm;978-2-36559-319-9;Grand Format;Broché;256 pages;;15,0 cm × 22,0 cm × 0,0 cm;
;;9782365593205;Qu'ai-je donc fait- Grand Format;Jean d' Ormesson;;;Les Editions Retrouvées;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/qu-ai-je-donc-fait-9782365593205.html;['Livres', 'Littérature', 'Romans'];14,50 €;pas de prix ebook;https://products-images.di-static.com/image/jean-d-ormesson-je-dirai-malgre-tout-que-cette-vie-fut-belle/9782072823879-200x303-1.webp 1x,https://products-images.di-static.com/image/jean-d-ormesson-je-dirai-malgre-tout-que-cette-vie-fut-belle/9782072823879-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Les Editions Retrouvées|ISBN|978-2-36559-320-5|EAN|9782365593205|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Dimensions|15,0 cm × 22,0 cm × 0,0 cm;978-2-36559-320-5;Grand Format;Broché;256 pages;;15,0 cm × 22,0 cm × 0,0 cm;
RL;NON;9782213725482;Toutes des filles en jaune- Grand Format;Florence Hinckel;Romans français;F;Fayard;FRANCE;EUROPE;VF;-;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/toutes-des-filles-en-jaune-9782213725482.html;['Livres', 'Littérature', 'Romans'];19,50 €;pas de prix ebook;https://products-images.di-static.com/image/florence-hinckel-bleue/9782748516876-200x303-2.webp 2x,https://products-images.di-static.com/image/florence-hinckel-bleue/9782748516876-200x303-1.webp 1x;Date de parution|20/09/2023|Editeur|Fayard|ISBN|978-2-213-72548-2|EAN|9782213725482|Format|Grand Format|Présentation|Broché|Nb. de pages|250 pages|Dimensions|13,5 cm × 21,5 cm × 0,0 cm;978-2-213-72548-2;Grand Format;Broché;250 pages;;13,5 cm × 21,5 cm × 0,0 cm;
;;9782406149354;Ecrits normands- Grand Format;Rémy de Gourmont;;;Classiques Garnier;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/ecrits-normands-9782406149354.html;['Livres', 'Littérature', 'Romans'];49,00 €;pas de prix ebook;https://products-images.di-static.com/image/remy-de-gourmont-la-culture-des-idees/9782346032082-200x303-1.webp 1x,https://products-images.di-static.com/image/remy-de-gourmont-la-culture-des-idees/9782346032082-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Classiques Garnier|Collection|Bibliothèque littérature XXe s|ISBN|978-2-406-14935-4|EAN|9782406149354|Format|Grand Format|Présentation|Broché|Nb. de pages|832 pages|Poids|0.001 Kg;978-2-406-14935-4;Grand Format;Broché;832 pages;0.001 Kg;;Bibliothèque littérature XXe s
;;9782406149361;Ecrits normands- Grand Format;Rémy de Gourmont;;;Classiques Garnier;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/ecrits-normands-9782406149361.html;['Livres', 'Littérature', 'Romans'];98,00 €;pas de prix ebook;https://products-images.di-static.com/image/remy-de-gourmont-la-culture-des-idees/9782346032082-200x303-1.webp 1x,https://products-images.di-static.com/image/remy-de-gourmont-la-culture-des-idees/9782346032082-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Classiques Garnier|Collection|Bibliothèque littérature XXe s|ISBN|978-2-406-14936-1|EAN|9782406149361|Format|Grand Format|Présentation|Relié|Nb. de pages|832 pages|Poids|0.001 Kg;978-2-406-14936-1;Grand Format;Relié;832 pages;0.001 Kg;;Bibliothèque littérature XXe s
RL;NON;9782824622415;La gardienne des fins heureuses- Grand Format;Barbara Davis;Romans étrangers;F;City Editions;ETATS-UNIS;AMERIQUE DU NORD;ANGLAIS;Benoîte Dauvergne;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/la-gardienne-des-fins-heureuses-9782824622415.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/lucy-maud-montgomery-anne-coffret-en-3-volumes-anne-de-windy-willows-anne-et-sa-maison-de-reve-anne-d-ingleside/9782381960661-200x303-1.webp 1x,https://products-images.di-static.com/image/lucy-maud-montgomery-anne-coffret-en-3-volumes-anne-de-windy-willows-anne-et-sa-maison-de-reve-anne-d-ingleside/9782381960661-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|City Editions|Collection|Romans|ISBN|978-2-8246-2241-5|EAN|9782824622415|Format|Grand Format|Présentation|Broché|Nb. de pages|304 pages;978-2-8246-2241-5;Grand Format;Broché;304 pages;;;Romans
;;9782382991732;L'Allée des ormes rouges- Grand Format;Alain Paraillous;;;Loupe (Editions de la);;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/l-allee-des-ormes-rouges-edition-en-gros-caracteres-9782382991732.html;['Livres', 'Littérature', 'Romans'];23,00 €;pas de prix ebook;https://products-images.di-static.com/image/alain-paraillous-l-allee-des-ormes-rouges/9782812937002-200x303-1.webp 1x,https://products-images.di-static.com/image/alain-paraillous-l-allee-des-ormes-rouges/9782812937002-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Loupe (Editions de la)|ISBN|978-2-38299-173-2|EAN|9782382991732|Format|Grand Format|Présentation|Broché|Nb. de pages|408 pages|Dimensions|14,8 cm × 22,0 cm × 0,0 cm;978-2-38299-173-2;Grand Format;Broché;408 pages;;14,8 cm × 22,0 cm × 0,0 cm;
;;9782366131253;Une parole dans la nuit- Grand Format;Maximilien Joncheray;;;Peuple Libre;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/une-parole-dans-la-nuit-9782366131253.html;['Livres', 'Littérature', 'Romans'];19,50 €;pas de prix ebook;https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-1.webp 1x,https://products-images.di-static.com/image/cedric-sapin-defour-son-odeur-apres-la-pluie/9782234093966-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Peuple Libre|ISBN|978-2-36613-125-3|EAN|9782366131253|Format|Grand Format|Présentation|Broché|Nb. de pages|250 pages|Dimensions|15,0 cm × 23,0 cm × 0,0 cm;978-2-36613-125-3;Grand Format;Broché;250 pages;;15,0 cm × 23,0 cm × 0,0 cm;
;;9782228933858;Terre-mer  - Une histoire environnementale du détroit de Beiring- Grand Format;Bathsheba Demuth;;;Payot;;;;;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/terre-mer-9782228933858.html;['Livres', 'Littérature', 'Romans'];26,00 €;pas de prix ebook;https://products-images.di-static.com/image/annabel-abbs-mefiez-vous-des-femmes-qui-marchent/9782080242563-200x303-1.webp 1x,https://products-images.di-static.com/image/annabel-abbs-mefiez-vous-des-femmes-qui-marchent/9782080242563-200x303-2.webp 2x;Date de parution|20/09/2023|Editeur|Payot|ISBN|978-2-228-93385-8|EAN|9782228933858|Format|Grand Format|Présentation|Broché|Nb. de pages|480 pages|Poids|0.001 Kg;978-2-228-93385-8;Grand Format;Broché;480 pages;0.001 Kg;;
RL;NON;9782383110217;Une Fille De Province- Grand Format;Johanne Rigoulot;Romans français;F;Les Avrils;FRANCE;EUROPE;VF;-;2023-09-20 00:00:00;;;https://www.decitre.fr/livres/une-fille-de-province-9782383110217.html;['Livres', 'Littérature', 'Romans'];19,00 €;Ebook14,99 €;https://products-images.di-static.com/image/johanne-rigoulot-une-fille-de-province/9782383111245-70x95-1.webp 1x,https://products-images.di-static.com/image/johanne-rigoulot-une-fille-de-province/9782383111245-70x95-2.webp 2x;Date de parution|20/09/2023|Editeur|Les Avrils|Collection|Les Avrils|ISBN|978-2-38311-021-7|EAN|9782383110217|Format|Grand Format|Présentation|Broché|Nb. de pages|160 pages|Dimensions|13,5 cm × 20,0 cm × 0,0 cm;978-2-38311-021-7;Grand Format;Broché;160 pages;;13,5 cm × 20,0 cm × 0,0 cm;Les Avrils
RL;NON;9782876237551;Vittoria- Grand Format;Jacques de Mandat-Grancey;Romans français;M;Michel de Maule;FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/vittoria-9782876237551.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/jacques-de-mandat-grancey-vittoria/9782876237551-475x500-1.webp 1x,https://products-images.di-static.com/image/jacques-de-mandat-grancey-vittoria/9782876237551-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Michel de Maule|ISBN|978-2-87623-755-1|EAN|9782876237551|Format|Grand Format|Présentation|Broché|Poids|0.124 Kg|Dimensions|12,1 cm × 18,0 cm × 1,1 cm;978-2-87623-755-1;Grand Format;Broché;;0.124 Kg;12,1 cm × 18,0 cm × 1,1 cm;
;;9782379390999;L'aura des Justes- Grand Format;Michel Warnery;;;Regards;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/l-aura-des-justes-9782379390999.html;['Livres', 'Littérature', 'Romans'];23,50 €;pas de prix ebook;https://products-images.di-static.com/image/michel-warnery-l-aura-des-justes/9782379390999-45x70-1.webp 1x,https://products-images.di-static.com/image/michel-warnery-l-aura-des-justes/9782379390999-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Regards|ISBN|978-2-37939-099-9|EAN|9782379390999|Format|Grand Format|Présentation|Broché|Nb. de pages|240 pages|Dimensions|14,0 cm × 21,0 cm × 0,0 cm;978-2-37939-099-9;Grand Format;Broché;240 pages;;14,0 cm × 21,0 cm × 0,0 cm;
;;9782265155473;Maria Callas et la voix du coeur- Grand Format;Michelle Marly;;;Fleuve Noir;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/maria-callas-et-la-voix-du-coeur-9782265155473.html;['Livres', 'Littérature', 'Romans'];21,90 €;Ebook14,99 €;https://products-images.di-static.com/image/michelle-marly-maria-callas-et-la-voix-du-coeur/9782265155473-475x500-1.webp 1x;Date de parution|21/09/2023|Editeur|Fleuve Noir|ISBN|978-2-265-15547-3|EAN|9782265155473|Format|Grand Format|Présentation|Broché|Nb. de pages|352 pages;978-2-265-15547-3;Grand Format;Broché;352 pages;;;
;;9782221259221;Nous, les Caserta- Grand Format;Aurora Venturini;;;Robert Laffont;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/nous-les-caserta-9782221259221.html;['Livres', 'Littérature', 'Romans'];19,90 €;Ebook13,99 €;https://products-images.di-static.com/image/aurora-venturini-nous-les-caserta/9782221259221-45x70-1.webp 1x,https://products-images.di-static.com/image/aurora-venturini-nous-les-caserta/9782221259221-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Robert Laffont|Collection|Pavillons|ISBN|978-2-221-25922-1|EAN|9782221259221|Format|Grand Format|Présentation|Broché|Dimensions|14,0 cm × 22,0 cm × 0,0 cm;978-2-221-25922-1;Grand Format;Broché;;;14,0 cm × 22,0 cm × 0,0 cm;Pavillons
RL;NON;9782374485805;Le temps des trahisons  - Louis XIII, Richelieu et Cinq-Mars- Grand Format;François-Guillaume Lorrain;Romans français;M;XO;FRANCE;EUROPE;VF;-;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-temps-des-trahisons-9782374485805.html;['Livres', 'Littérature', 'Romans'];20,90 €;Ebook13,99 €;https://products-images.di-static.com/image/francois-guillaume-lorrain-le-temps-des-trahisons/9782374485805-45x70-1.webp 1x,https://products-images.di-static.com/image/francois-guillaume-lorrain-le-temps-des-trahisons/9782374485805-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|XO|ISBN|978-2-37448-580-5|EAN|9782374485805|Format|Grand Format|Présentation|Broché|Poids|0.001 Kg|Dimensions|0,1 cm × 0,1 cm × 0,1 cm;978-2-37448-580-5;Grand Format;Broché;;0.001 Kg;0,1 cm × 0,1 cm × 0,1 cm;
;;9782810438679;Retour à Easterleigh Hall- Grand Format;Margaret Graham;;;Prisma (Editions);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/retour-a-easterleigh-hall-9782810438679.html;['Livres', 'Littérature', 'Romans'];18,95 €;pas de prix ebook;https://products-images.di-static.com/image/margaret-graham-retour-a-easterleigh-hall/9782810438679-475x500-1.webp 1x;Date de parution|21/09/2023|Editeur|Prisma (Editions)|ISBN|978-2-8104-3867-9|EAN|9782810438679|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Poids|0.001 Kg|Dimensions|0,1 cm × 0,1 cm × 0,1 cm;978-2-8104-3867-9;Grand Format;Broché;256 pages;0.001 Kg;0,1 cm × 0,1 cm × 0,1 cm;
;;9782416009068;On m'a piqué la Joconde  - Histoire ébouriffante de Leonard de Vinci- Grand Format;Michel Douard;;;Eyrolles;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/on-m-a-pique-la-joconde-9782416009068.html;['Livres', 'Littérature', 'Romans'];16,90 €;pas de prix ebook;https://products-images.di-static.com/image/michel-douard-on-m-a-pique-la-joconde/9782416009068-475x500-1.webp 1x,https://products-images.di-static.com/image/michel-douard-on-m-a-pique-la-joconde/9782416009068-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Eyrolles|Collection|Romans d'Histoire pop'|ISBN|978-2-416-00906-8|EAN|9782416009068|Format|Grand Format|Présentation|Broché|Nb. de pages|238 pages|Poids|0.298 Kg|Dimensions|14,0 cm × 20,5 cm × 2,0 cm;978-2-416-00906-8;Grand Format;Broché;238 pages;0.298 Kg;14,0 cm × 20,5 cm × 2,0 cm;Romans d'Histoire pop'
;;9782379391002;Jungle en multinationale- Grand Format;Jean-Jacques Dayries;;;Code9;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/jungle-en-multinationale-9782379391002.html;['Livres', 'Littérature', 'Romans'];24,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-jacques-dayries-jungle-en-multinationale/9782379391002-45x70-1.webp 1x,https://products-images.di-static.com/image/jean-jacques-dayries-jungle-en-multinationale/9782379391002-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Code9|ISBN|978-2-37939-100-2|EAN|9782379391002|Format|Grand Format|Présentation|Broché|Nb. de pages|298 pages|Dimensions|14,0 cm × 21,0 cm × 0,0 cm;978-2-37939-100-2;Grand Format;Broché;298 pages;;14,0 cm × 21,0 cm × 0,0 cm;
;;9782366862102;My Way 1  - Carnets de bord 1996-1999- Grand Format;Didier Bovard;;;Astronome (Editions de L');;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/my-way-1-9782366862102.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/didier-bovard-my-way-1/9782366862102-45x70-1.webp 1x,https://products-images.di-static.com/image/didier-bovard-my-way-1/9782366862102-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Astronome (Editions de L')|ISBN|978-2-36686-210-2|EAN|9782366862102|Format|Grand Format|Présentation|Broché|Nb. de pages|216 pages|Poids|0.36 Kg|Dimensions|14,0 cm × 20,5 cm × 1,2 cm;978-2-36686-210-2;Grand Format;Broché;216 pages;0.36 Kg;14,0 cm × 20,5 cm × 1,2 cm;
;;9782366862133;My Way 2  - Carnets de bord 2000-2002- Grand Format;Didier Bovard;;;Astronome (Editions de L');;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/my-way-2-9782366862133.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/didier-bovard-my-way-2/9782366862133-45x70-1.webp 1x,https://products-images.di-static.com/image/didier-bovard-my-way-2/9782366862133-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Astronome (Editions de L')|ISBN|978-2-36686-213-3|EAN|9782366862133|Format|Grand Format|Présentation|Broché|Nb. de pages|272 pages|Poids|0.45 Kg|Dimensions|14,0 cm × 20,5 cm × 1,5 cm;978-2-36686-213-3;Grand Format;Broché;272 pages;0.45 Kg;14,0 cm × 20,5 cm × 1,5 cm;
;;9782073036575;Mon enfant, ma soeur- Grand Format;Eric Fottorino;;;Gallimard;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/mon-enfant-ma-soeur-9782073036575.html;['Livres', 'Littérature', 'Romans'];21,00 €;Ebook14,99 €;https://products-images.di-static.com/image/eric-fottorino-mon-enfant-ma-soeur/9782073036575-45x70-1.webp 1x,https://products-images.di-static.com/image/eric-fottorino-mon-enfant-ma-soeur/9782073036575-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Gallimard|Collection|Blanche|ISBN|978-2-07-303657-5|EAN|9782073036575|Format|Grand Format|Présentation|Broché|Nb. de pages|288 pages|Poids|0.288 Kg|Dimensions|14,0 cm × 20,5 cm × 2,0 cm;978-2-07-303657-5;Grand Format;Broché;288 pages;0.288 Kg;14,0 cm × 20,5 cm × 2,0 cm;Blanche
;;9782812939006;Le Cheval de l'espoir- Grand Format;Michel Verrier;;;De Borée;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-cheval-de-l-espoir-9782812939006.html;['Livres', 'Littérature', 'Romans'];20,90 €;Ebook9,99 €;https://products-images.di-static.com/image/michel-verrier-le-cheval-de-l-espoir/9782812939006-45x70-1.webp 1x,https://products-images.di-static.com/image/michel-verrier-le-cheval-de-l-espoir/9782812939006-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|De Borée|Collection|Terres d'écriture|ISBN|978-2-8129-3900-6|EAN|9782812939006|Format|Grand Format|Présentation|Broché;978-2-8129-3900-6;Grand Format;Broché;;;;Terres d'écriture
;;9782382790199;La nuit du dodo- Grand Format;Véronique Ovaldé;;;Museum d'histoire naturelle;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/la-nuit-du-dodo-9782382790199.html;['Livres', 'Littérature', 'Romans'];14,50 €;pas de prix ebook;https://products-images.di-static.com/image/veronique-ovalde-la-nuit-du-dodo/9782382790199-475x500-1.webp 1x,https://products-images.di-static.com/image/veronique-ovalde-la-nuit-du-dodo/9782382790199-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Museum d'histoire naturelle|Collection|Les Contes du Muséum|ISBN|978-2-38279-019-9|EAN|9782382790199|Format|Grand Format|Présentation|Broché|Poids|0.182 Kg|Dimensions|13,5 cm × 19,7 cm × 1,0 cm;978-2-38279-019-9;Grand Format;Broché;;0.182 Kg;13,5 cm × 19,7 cm × 1,0 cm;Les Contes du Muséum
;;9782492604010;Les Aimantes- Grand Format;Corine Jamar;;;Zellige;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/les-aimantes-9782492604010.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/corine-jamar-les-aimantes/9782492604010-475x500-1.webp 1x,https://products-images.di-static.com/image/corine-jamar-les-aimantes/9782492604010-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Zellige|Collection|VENTS DU NORD|ISBN|978-2-492604-01-0|EAN|9782492604010|Format|Grand Format|Présentation|Broché|Nb. de pages|304 pages|Poids|0.259 Kg|Dimensions|14,0 cm × 21,0 cm × 2,5 cm;978-2-492604-01-0;Grand Format;Broché;304 pages;0.259 Kg;14,0 cm × 21,0 cm × 2,5 cm;VENTS DU NORD
;;9782493049278;De lettres en lettres- Grand Format;Jean Pacholder;;;Arcane 17;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/de-lettres-en-lettres-9782493049278.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-pacholder-de-lettres-en-lettres/9782493049278-475x500-1.webp 1x,https://products-images.di-static.com/image/jean-pacholder-de-lettres-en-lettres/9782493049278-475x500-2.webp 2x;Date de parution|21/09/2023|Editeur|Arcane 17|ISBN|978-2-493049-27-8|EAN|9782493049278|Format|Grand Format|Présentation|Broché|Nb. de pages|200 pages|Poids|0.4 Kg|Dimensions|13,0 cm × 21,0 cm × 0,9 cm;978-2-493049-27-8;Grand Format;Broché;200 pages;0.4 Kg;13,0 cm × 21,0 cm × 0,9 cm;
;;9782875932648;Le Don du Maître- Grand Format;Désiré-Joseph d' Orbaix;;;Samsa (Editions);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-don-du-maitre-9782875932648.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/desire-joseph-d-orbaix-le-don-du-maitre/9782875932648-45x70-1.webp 1x,https://products-images.di-static.com/image/desire-joseph-d-orbaix-le-don-du-maitre/9782875932648-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Samsa (Editions)|ISBN|978-2-87593-264-8|EAN|9782875932648|Format|Grand Format|Présentation|Broché|Nb. de pages|220 pages|Poids|0.45 Kg|Dimensions|14,0 cm × 20,5 cm × 2,5 cm;978-2-87593-264-8;Grand Format;Broché;220 pages;0.45 Kg;14,0 cm × 20,5 cm × 2,5 cm;
;;9782491927134;Jav- Grand Format;Vanupié;;;Editions I & I Production;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/jav-9782491927134.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/vanupie-jav/9782491927134-45x70-1.webp 1x,https://products-images.di-static.com/image/vanupie-jav/9782491927134-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Editions I & I Production|ISBN|978-2-491927-13-4|EAN|9782491927134|Format|Grand Format|Présentation|Broché|Nb. de pages|140 pages|Poids|0.3 Kg|Dimensions|15,0 cm × 21,0 cm × 1,0 cm;978-2-491927-13-4;Grand Format;Broché;140 pages;0.3 Kg;15,0 cm × 21,0 cm × 1,0 cm;
;;9782492604003;Le livre de Kalila wa Dimna- Grand Format;Ibn Al-Muqaffa;;;Zellige;;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/le-livre-de-kalila-wa-dimna-9782492604003.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/ibn-al-muqaffa-le-livre-de-kalila-wa-dimna/9782492604003-475x500-1.webp 1x;Date de parution|21/09/2023|Editeur|Zellige|ISBN|978-2-492604-00-3|EAN|9782492604003|Format|Grand Format|Présentation|Broché|Nb. de pages|172 pages|Poids|0.3 Kg|Dimensions|16,0 cm × 24,0 cm × 1,5 cm;978-2-492604-00-3;Grand Format;Broché;172 pages;0.3 Kg;16,0 cm × 24,0 cm × 1,5 cm;
;;9782375023044;Lame de feu  - Tome 1 Chants de l'Arctique- Grand Format;Ingeborg Arvola;;;Paulsen (Editions);;;;;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/lame-de-feu-9782375023044.html;['Livres', 'Littérature', 'Romans'];22,00 €;pas de prix ebook;https://products-images.di-static.com/image/ingeborg-arvola-lame-de-feu/9782375023044-475x500-1.webp 1x;Date de parution|21/09/2023|Editeur|Paulsen (Editions)|ISBN|978-2-37502-304-4|EAN|9782375023044|Format|Grand Format|Présentation|Broché|Poids|0.63 Kg|Dimensions|14,4 cm × 21,3 cm × 4,3 cm;978-2-37502-304-4;Grand Format;Broché;;0.63 Kg;14,4 cm × 21,3 cm × 4,3 cm;
RL;NON;9782494387041;La plus grande leçon de Don Quichotte  - L’ingénieux derviche Sidi Ahmed Ibn Engeli et le soldat Saavedra- Grand Format;Štěpán Kučera;Romans étrangers;M;Editions Altava;REPUBLIQUE TCHEQUE;EUROPE;Tchèque;Eurydice Antolin;2023-09-21 00:00:00;;;https://www.decitre.fr/livres/la-plus-grande-lecon-de-don-quichotte-9782494387041.html;['Livres', 'Littérature', 'Romans'];20,00 €;pas de prix ebook;https://products-images.di-static.com/image/Stepan-kucera-la-plus-grande-lecon-de-don-quichotte/9782494387041-45x70-1.webp 1x,https://products-images.di-static.com/image/Stepan-kucera-la-plus-grande-lecon-de-don-quichotte/9782494387041-45x70-2.webp 2x;Date de parution|21/09/2023|Editeur|Editions Altava|ISBN|978-2-494387-04-1|EAN|9782494387041|Format|Grand Format|Présentation|Broché|Nb. de pages|240 pages|Poids|0.22 Kg|Dimensions|13,5 cm × 20,0 cm × 1,5 cm;978-2-494387-04-1;Grand Format;Broché;240 pages;0.22 Kg;13,5 cm × 20,0 cm × 1,5 cm;
