RL;PREMIER_ROMAN;EAN;titre;auteur;TYPES;GENRE;Editeur;PAYS;latitude;longitude;CONTINENT;Traduit de;Traduit par;Date de parution;MOIS;ANNEE_PUBLICATION;url;categorie;prix_gf;prix_ebook;couverture;caracteristiques;ISBN;Format;Présentation;Nb. de pages;Poids;Dimensions;Collection
;NAN;9782923713717.0;Impasse Dignité- Grand Format;Emmelie Prophète;;;Mémoire d'Encrier;NAN;46.3144754;11.0480288;NAN;;;2012-09-14;September;2012.0;https://www.decitre.fr/livres/impasse-dignite-9782923713717.html;['Livres', 'Littérature', 'Romans'];18,00 €;6,99 €;https://products-images.di-static.com/image/emmelie-prophete-impasse-dignite/9782923713717-45x70-1.webp 1x,https://products-images.di-static.com/image/emmelie-prophete-impasse-dignite/9782923713717-45x70-2.webp 2x;Date de parution|14/09/2012|Editeur|Mémoire d'Encrier|ISBN|978-2-923713-71-7|EAN|9782923713717|Format|Grand Format|Présentation|Broché|Nb. de pages|204 pages|Poids|0.27 Kg|Dimensions|14,0 cm × 21,5 cm × 1,2 cm;978-2-923713-71-7;Grand Format;Broché;204 pages;0.27 Kg;14,0 cm × 21,5 cm × 1,2 cm;
;NAN;9782915722888.0;La revanche de la déesse- Grand Format;Yvan Magaud;;;Durand-Peyrole;NAN;46.3144754;11.0480288;NAN;;;2012-11-01;November;2012.0;https://www.decitre.fr/livres/la-revanche-de-la-deesse-9782915722888.html;['Livres', 'Littérature', 'Romans'];14,00 €;pas de prix ebook;https://products-images.di-static.com/image/yvan-magaud-la-revanche-de-la-deesse/9782915722888-475x500-1.webp 1x,https://products-images.di-static.com/image/yvan-magaud-la-revanche-de-la-deesse/9782915722888-475x500-2.webp 2x;Date de parution|01/11/2012|Editeur|Durand-Peyrole|ISBN|978-2-915722-88-8|EAN|9782915722888|Format|Grand Format|Présentation|Broché|Nb. de pages|152 pages|Poids|0.272 Kg|Dimensions|14,5 cm × 22,7 cm × 1,4 cm;978-2-915722-88-8;Grand Format;Broché;152 pages;0.272 Kg;14,5 cm × 22,7 cm × 1,4 cm;
;NAN;9782364150034.0;Pourquoi dix-sept heures ?- Grand Format;Vassilia de Bhocys;;;Parole ouverte;NAN;46.3144754;11.0480288;NAN;;;2013-05-01;May;2013.0;https://www.decitre.fr/livres/pourquoi-dix-sept-heures-9782364150034.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/vassilia-de-bhocys-pourquoi-dix-sept-heures/9782364150034-475x500-1.webp 1x;Date de parution|01/05/2013|Editeur|Parole ouverte|ISBN|978-2-36415-003-4|EAN|9782364150034|Format|Grand Format|Présentation|Broché|Nb. de pages|116 pages|Poids|0.165 Kg|Dimensions|14,5 cm × 21,0 cm × 1,0 cm;978-2-36415-003-4;Grand Format;Broché;116 pages;0.165 Kg;14,5 cm × 21,0 cm × 1,0 cm;
;NAN;9782916043654.0;Mémoires d'un maire  - Loches... passionnément- Grand Format;Jean-Jacques Descamps;;;Hugues de Chivré;NAN;46.3144754;11.0480288;NAN;;;2013-12-14;December;2013.0;https://www.decitre.fr/livres/memoires-d-un-maire-9782916043654.html;['Livres', 'Littérature', 'Romans'];12,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-jacques-descamps-le-grand-loches/9782916043920-200x303-1.webp 1x,https://products-images.di-static.com/image/jean-jacques-descamps-le-grand-loches/9782916043920-200x303-2.webp 2x;Date de parution|14/12/2013|Editeur|Hugues de Chivré|ISBN|978-2-916043-65-4|EAN|9782916043654|Format|Grand Format|Présentation|Broché|Poids|0.236 Kg|Dimensions|15,5 cm × 22,0 cm × 1,0 cm;978-2-916043-65-4;Grand Format;Broché;;0.236 Kg;15,5 cm × 22,0 cm × 1,0 cm;
;NAN;9782070146079.0;L'aménagement du territoire- Grand Format;Aurélien Bellanger;;;Gallimard;NAN;46.3144754;11.0480288;NAN;;;2014-08-21;August;2014.0;https://www.decitre.fr/livres/l-amenagement-du-territoire-9782070146079.html;['Livres', 'Littérature', 'Romans'];22,00 €;8,99 €;https://products-images.di-static.com/image/aurelien-bellanger-l-amenagement-du-territoire/9782070146079-45x70-1.webp 1x,https://products-images.di-static.com/image/aurelien-bellanger-l-amenagement-du-territoire/9782070146079-45x70-2.webp 2x;Date de parution|21/08/2014|Editeur|Gallimard|Collection|Blanche|ISBN|978-2-07-014607-9|EAN|9782070146079|Format|Grand Format|Présentation|Broché|Nb. de pages|480 pages|Poids|0.489 Kg|Dimensions|14,2 cm × 19,5 cm × 3,3 cm;978-2-07-014607-9;Grand Format;Broché;480 pages;0.489 Kg;14,2 cm × 19,5 cm × 3,3 cm;Blanche
;NAN;9782356960481.0;Les deux vies de Jean Dutronc- Grand Format;Pierre Berger;;;La main multiple;NAN;46.3144754;11.0480288;NAN;;;2014-11-26;November;2014.0;https://www.decitre.fr/livres/les-deux-vies-de-jean-dutronc-9782356960481.html;['Livres', 'Littérature', 'Romans'];15,00 €;pas de prix ebook;https://products-images.di-static.com/image/pierre-berger-les-deux-vies-de-jean-dutronc/9782356960481-475x500-1.webp 1x,https://products-images.di-static.com/image/pierre-berger-les-deux-vies-de-jean-dutronc/9782356960481-475x500-2.webp 2x;Date de parution|26/11/2014|Editeur|La main multiple|ISBN|978-2-35696-048-1|EAN|9782356960481|Format|Grand Format|Présentation|Broché|Nb. de pages|321 pages|Poids|0.38 Kg|Dimensions|13,5 cm × 21,0 cm × 2,9 cm;978-2-35696-048-1;Grand Format;Broché;321 pages;0.38 Kg;13,5 cm × 21,0 cm × 2,9 cm;
;NAN;9781326119089.0;Là où son regard m'emporta- Grand Format;Pierre-Tony Di Leo;;;Lulu.com;NAN;46.3144754;11.0480288;NAN;;;2015-04-07;April;2015.0;https://www.decitre.fr/livres/la-ou-son-regard-m-emporta-9781326119089.html;['Livres', 'Littérature', 'Romans'];20,05 €;pas de prix ebook;https://products-images.di-static.com/image/pierre-tony-di-leo-la-ou-son-regard-m-emporta/9781326119089-475x500-1.webp 1x;Date de parution|07/04/2015|Editeur|Lulu.com|ISBN|978-1-326-11908-9|EAN|9781326119089|Format|Grand Format|Présentation|Broché|Nb. de pages|246 pages|Poids|0.401 Kg|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;978-1-326-11908-9;Grand Format;Broché;246 pages;0.401 Kg;14,8 cm × 21,0 cm × 0,0 cm;
;NAN;9782951982628.0;Morphéïne  - 5 nouvelles sur l'éveil- Grand Format;Alain Dartevelle;;;Antidata;NAN;46.3144754;11.0480288;NAN;;;2016-03-15;March;2016.0;https://www.decitre.fr/livres/morpheine-9782951982628.html;['Livres', 'Littérature', 'Romans'];11,50 €;pas de prix ebook;https://products-images.di-static.com/image/olivier-martinelli-le-livre-des-purs-tome-2-l-enfant-guerre/9791097270605-200x303-1.webp 1x,https://products-images.di-static.com/image/olivier-martinelli-le-livre-des-purs-tome-2-l-enfant-guerre/9791097270605-200x303-2.webp 2x;Date de parution|15/03/2016|Editeur|Antidata|ISBN|978-2-9519826-2-8|EAN|9782951982628|Format|Grand Format|Présentation|Broché|Nb. de pages|164 pages|Poids|0.08 Kg;978-2-9519826-2-8;Grand Format;Broché;164 pages;0.08 Kg;;
;NAN;9782954249759.0;Immersion en terres lointaines- Grand Format;Noémie Pannetier;;;Aventure du Bout du Monde;NAN;46.3144754;11.0480288;NAN;;;2016-09-30;September;2016.0;https://www.decitre.fr/livres/immersion-en-terres-lointaines-9782954249759.html;['Livres', 'Littérature', 'Romans'];19,00 €;pas de prix ebook;https://products-images.di-static.com/image/noemie-pannetier-immersion-en-terres-lointaines/9782954249759-475x500-1.webp 1x;Date de parution|30/09/2016|Editeur|Aventure du Bout du Monde|Collection|Guide globe-trotters|ISBN|978-2-9542497-5-9|EAN|9782954249759|Format|Grand Format|Présentation|Broché|Nb. de pages|240 pages|Poids|0.304 Kg|Dimensions|14,0 cm × 20,0 cm × 1,8 cm;978-2-9542497-5-9;Grand Format;Broché;240 pages;0.304 Kg;14,0 cm × 20,0 cm × 1,8 cm;Guide globe-trotters
;NAN;9791090296626.0;Les nouvelles du mauvais pont- Grand Format;Christian Troin;;;Prestance;NAN;46.3144754;11.0480288;NAN;;;2017-07-10;July;2017.0;https://www.decitre.fr/livres/les-nouvelles-du-mauvais-pont-9791090296626.html;['Livres', 'Littérature', 'Romans'];13,90 €;pas de prix ebook;https://products-images.di-static.com/image/christian-troin-les-nouvelles-du-mauvais-pont/9791090296626-45x70-1.webp 1x,https://products-images.di-static.com/image/christian-troin-les-nouvelles-du-mauvais-pont/9791090296626-45x70-2.webp 2x;Date de parution|10/07/2017|Editeur|Prestance|ISBN|979-10-90296-62-6|EAN|9791090296626|Format|Grand Format|Présentation|Broché|Poids|0.55 Kg|Dimensions|16,0 cm × 23,0 cm × 1,0 cm;979-10-90296-62-6;Grand Format;Broché;;0.55 Kg;16,0 cm × 23,0 cm × 1,0 cm;
;NAN;9782376761792.0;L'ordre rouge Tome 1- Grand Format;E.S. Carter;;;Juno Publishing;NAN;46.3144754;11.0480288;NAN;;;2017-09-07;September;2017.0;https://www.decitre.fr/livre-pod/l-ordre-rouge-tome-1-extra-lucide-9782376761792.html;['Livres', 'Littérature', 'Romans'];15,50 €;4,49 €;https://products-images.di-static.com/image/hachette-l-ordre-rouge-tome-1-extra-lucide/9782376761792-45x70-1.webp 1x,https://products-images.di-static.com/image/hachette-l-ordre-rouge-tome-1-extra-lucide/9782376761792-45x70-2.webp 2x;Date de parution|07/09/2017|Editeur|Juno Publishing|Collection|Dark romance|ISBN|978-2-37676-179-2|EAN|9782376761792|Format|Grand Format|Présentation|Broché|Nb. de pages|180 pages|Poids|0.21 Kg|Dimensions|14,0 cm × 21,0 cm × 1,0 cm;978-2-37676-179-2;Grand Format;Broché;180 pages;0.21 Kg;14,0 cm × 21,0 cm × 1,0 cm;Dark romance
;NAN;9782376763437.0;L'ordre rouge Tome 2- Grand Format;E.S. Carter;;;Juno Publishing;NAN;46.3144754;11.0480288;NAN;;;2018-07-12;July;2018.0;https://www.decitre.fr/livre-pod/l-ordre-rouge-tome-2-vision-9782376763437.html;['Livres', 'Littérature', 'Romans'];15,00 €;3,99 €;https://products-images.di-static.com/image/hachette-l-ordre-rouge-tome-2-vision/9782376763437-45x70-1.webp 1x,https://products-images.di-static.com/image/hachette-l-ordre-rouge-tome-2-vision/9782376763437-45x70-2.webp 2x;Date de parution|12/07/2018|Editeur|Juno Publishing|Collection|Dark romance|ISBN|978-2-37676-343-7|EAN|9782376763437|Format|Grand Format|Présentation|Broché|Nb. de pages|162 pages|Poids|0.19 Kg|Dimensions|14,0 cm × 21,0 cm × 1,0 cm;978-2-37676-343-7;Grand Format;Broché;162 pages;0.19 Kg;14,0 cm × 21,0 cm × 1,0 cm;Dark romance
;NAN;9782370670434.0;Explorateurs, touristes et autres sauvages- Grand Format;Jean Talon;;;Plein Jour;NAN;46.3144754;11.0480288;NAN;;;2019-02-22;February;2019.0;https://www.decitre.fr/livres/explorateurs-touristes-et-autres-sauvages-9782370670434.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-talon-explorateurs-touristes-et-autres-sauvages/9782370670434-475x500-1.webp 1x,https://products-images.di-static.com/image/jean-talon-explorateurs-touristes-et-autres-sauvages/9782370670434-475x500-2.webp 2x;Date de parution|22/02/2019|Editeur|Plein Jour|ISBN|978-2-37067-043-4|EAN|9782370670434|Format|Grand Format|Présentation|Broché|Nb. de pages|160 pages|Poids|0.202 Kg|Dimensions|14,5 cm × 20,5 cm × 1,4 cm;978-2-37067-043-4;Grand Format;Broché;160 pages;0.202 Kg;14,5 cm × 20,5 cm × 1,4 cm;
;NAN;9782378970437.0;Les noces de l'innocence- Grand Format;Eve Terrellon;;;Gloriana Editions;NAN;46.3144754;11.0480288;NAN;;;2019-04-05;April;2019.0;https://www.decitre.fr/livres/les-noces-de-l-innocence-9782378970437.html;['Livres', 'Littérature', 'Romans'];17,50 €;pas de prix ebook;https://products-images.di-static.com/image/eve-terrellon-les-noces-de-l-innocence/9782378970437-45x70-1.webp 1x,https://products-images.di-static.com/image/eve-terrellon-les-noces-de-l-innocence/9782378970437-45x70-2.webp 2x;Date de parution|05/04/2019|Editeur|Gloriana Editions|Collection|Historia|ISBN|978-2-37897-043-7|EAN|9782378970437|Format|Grand Format|Présentation|Broché|Nb. de pages|316 pages|Dimensions|12,7 cm × 20,3 cm × 0,0 cm;978-2-37897-043-7;Grand Format;Broché;316 pages;;12,7 cm × 20,3 cm × 0,0 cm;Historia
;NAN;9781096373483.0;Kahun et Tiretoi- Grand Format;Claude Gans;;;Claude Gans;NAN;46.3144754;11.0480288;NAN;;;2019-07-25;July;2019.0;https://www.decitre.fr/livres/kahun-et-tiretoi-9781096373483.html;['Livres', 'Littérature', 'Romans'];19,50 €;pas de prix ebook;https://products-images.di-static.com/image/claude-gans-kahun-et-tiretoi/9781096373483-475x500-1.webp 1x,https://products-images.di-static.com/image/claude-gans-kahun-et-tiretoi/9781096373483-475x500-2.webp 2x;Date de parution|25/07/2019|Editeur|Claude Gans|ISBN|978-1-0963-7348-3|EAN|9781096373483|Format|Grand Format|Présentation|Broché|Nb. de pages|410 pages|Poids|0.674 Kg|Dimensions|15,4 cm × 23,0 cm × 2,5 cm;978-1-0963-7348-3;Grand Format;Broché;410 pages;0.674 Kg;15,4 cm × 23,0 cm × 2,5 cm;
;NAN;9789947393536.0;Mère des Cités- Grand Format;Mustapha Bouchareb;;;Chihab éditions;NAN;46.3144754;11.0480288;NAN;;;2019-10-01;October;2019.0;https://www.decitre.fr/livres/mere-des-cites-9789947393536.html;['Livres', 'Littérature', 'Romans'];18,00 €;14,99 €;https://products-images.di-static.com/image/mustapha-bouchareb-mere-des-cites/9789947393536-45x70-1.webp 1x,https://products-images.di-static.com/image/mustapha-bouchareb-mere-des-cites/9789947393536-45x70-2.webp 2x;Date de parution|01/10/2019|Editeur|Chihab éditions|ISBN|978-9947-39-353-6|EAN|9789947393536|Format|Grand Format|Présentation|Broché|Nb. de pages|328 pages|Poids|0.33 Kg|Dimensions|15,5 cm × 23,5 cm × 2,5 cm;978-9947-39-353-6;Grand Format;Broché;328 pages;0.33 Kg;15,5 cm × 23,5 cm × 2,5 cm;
;NAN;9789947393659.0;Medghacen, histoires secrètes- Grand Format;Chihab Editions;;;Chihab éditions;NAN;46.3144754;11.0480288;NAN;;;2019-10-01;October;2019.0;https://www.decitre.fr/livres/medghacen-histoires-secre-tes-9789947393659.html;['Livres', 'Littérature', 'Romans'];14,00 €;pas de prix ebook;https://products-images.di-static.com/image/chihab-editions-medghacen-histoires-secre-tes/9789947393659-475x500-1.webp 1x,https://products-images.di-static.com/image/chihab-editions-medghacen-histoires-secre-tes/9789947393659-475x500-2.webp 2x;Date de parution|01/10/2019|Editeur|Chihab éditions|ISBN|978-9947-39-365-9|EAN|9789947393659|Format|Grand Format|Présentation|Broché|Nb. de pages|256 pages|Poids|0.38 Kg|Dimensions|13,5 cm × 20,5 cm × 2,5 cm;978-9947-39-365-9;Grand Format;Broché;256 pages;0.38 Kg;13,5 cm × 20,5 cm × 2,5 cm;
;NAN;9782955939031.0;La vierge et le dictateur- Grand Format;Barbara Jean-Elie;;;Diasporamix;NAN;46.3144754;11.0480288;NAN;;;2020-10-01;October;2020.0;https://www.decitre.fr/livres/la-vierge-et-le-dictateur-9782955939031.html;['Livres', 'Littérature', 'Romans'];18,00 €;pas de prix ebook;https://products-images.di-static.com/image/barbara-jean-elie-la-vierge-et-le-dictateur/9782955939031-475x500-1.webp 1x,https://products-images.di-static.com/image/barbara-jean-elie-la-vierge-et-le-dictateur/9782955939031-475x500-2.webp 2x;Date de parution|01/10/2020|Editeur|Diasporamix|ISBN|978-2-9559390-3-1|EAN|9782955939031|Format|Grand Format|Présentation|Broché|Nb. de pages|236 pages|Poids|0.295 Kg|Dimensions|14,0 cm × 21,0 cm × 1,7 cm;978-2-9559390-3-1;Grand Format;Broché;236 pages;0.295 Kg;14,0 cm × 21,0 cm × 1,7 cm;
;NAN;9782374190426.0;Sorties de route- Grand Format;Jean-Jacques Egron;;;Groix éditions & diffusion;NAN;46.3144754;11.0480288;NAN;;;2020-11-17;November;2020.0;https://www.decitre.fr/livres/sorties-de-route-9782374190426.html;['Livres', 'Littérature', 'Romans'];29,00 €;pas de prix ebook;https://products-images.di-static.com/image/jean-jacques-egron-sorties-de-route/9782374190426-475x500-1.webp 1x;Date de parution|17/11/2020|Editeur|Groix éditions & diffusion|ISBN|978-2-37419-042-6|EAN|9782374190426|Format|Grand Format|Présentation|Broché|Nb. de pages|150 pages|Dimensions|13,0 cm × 18,0 cm × 0,0 cm;978-2-37419-042-6;Grand Format;Broché;150 pages;;13,0 cm × 18,0 cm × 0,0 cm;
;NAN;9789523407800.0;SOS Fantasie- Grand Format;Sara Agnès L.;;;Atramenta;NAN;46.3144754;11.0480288;NAN;;;2020-12-05;December;2020.0;https://www.decitre.fr/livre-pod/sos-fantasie-9789523407800.html;['Livres', 'Littérature', 'Romans'];26,40 €;pas de prix ebook;https://products-images.di-static.com/image/atramenta-sos-fantasie/9789523407800-475x500-1.webp 1x,https://products-images.di-static.com/image/atramenta-sos-fantasie/9789523407800-475x500-2.webp 2x;Date de parution|05/12/2020|Editeur|Atramenta|ISBN|978-952-340-780-0|EAN|9789523407800|Format|Grand Format|Présentation|Broché|Nb. de pages|590 pages|Poids|0.817 Kg|Dimensions|15,6 cm × 23,4 cm × 3,0 cm;978-952-340-780-0;Grand Format;Broché;590 pages;0.817 Kg;15,6 cm × 23,4 cm × 3,0 cm;
;NAN;9789523407718.0;Homme ! Sweet homme ? Tome 2- Grand Format;Alain Saliez;;;Atramenta;NAN;46.3144754;11.0480288;NAN;;;2020-12-05;December;2020.0;https://www.decitre.fr/livre-pod/homme-sweet-homme-tome-2-le-poids-des-actes-9789523407718.html;['Livres', 'Littérature', 'Romans'];14,20 €;4,99 €;https://products-images.di-static.com/image/alain-saliez-homme-sweet-homme-tome-2-le-poids-des-actes/9789523407879-70x95-1.webp 1x,https://products-images.di-static.com/image/alain-saliez-homme-sweet-homme-tome-2-le-poids-des-actes/9789523407879-70x95-2.webp 2x;Date de parution|05/12/2020|Editeur|Atramenta|ISBN|978-952-340-771-8|EAN|9789523407718|Format|Grand Format|Présentation|Broché|Nb. de pages|188 pages|Poids|0.254 Kg|Dimensions|14,8 cm × 21,0 cm × 1,1 cm;978-952-340-771-8;Grand Format;Broché;188 pages;0.254 Kg;14,8 cm × 21,0 cm × 1,1 cm;
;NAN;9782957434213.0;Le journal d'un enfant terrible- Grand Format;David Choquel;;;Freedom-Paradise;NAN;46.3144754;11.0480288;NAN;;;2020-12-15;December;2020.0;https://www.decitre.fr/livre-pod/le-journal-d-un-enfant-terrible-vanites-tendresses-et-loufoqueries-9782957434213.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/sodis-le-journal-d-un-enfant-terrible-vanites-tendresses-et-loufoqueries/9782957434213-475x500-1.webp 1x;Date de parution|15/12/2020|Editeur|Freedom-Paradise|ISBN|978-2-9574342-1-3|EAN|9782957434213|Format|Grand Format|Présentation|Broché|Nb. de pages|165 pages|Poids|0.216 Kg|Dimensions|14,8 cm × 21,0 cm × 0,8 cm;978-2-9574342-1-3;Grand Format;Broché;165 pages;0.216 Kg;14,8 cm × 21,0 cm × 0,8 cm;
;NAN;9782356982070.0;La Flèche d’or  - Un récit entre deux notes et autres textes- Grand Format;Joseph Conrad;;;Gaussen (Editions);NAN;46.3144754;11.0480288;NAN;;;2021-01-21;January;2021.0;https://www.decitre.fr/livres/la-fleche-d-or-9782356982070.html;['Livres', 'Littérature', 'Romans'];24,00 €;pas de prix ebook;https://products-images.di-static.com/image/joseph-conrad-la-fleche-d-or/9782356982070-45x70-1.webp 1x,https://products-images.di-static.com/image/joseph-conrad-la-fleche-d-or/9782356982070-45x70-2.webp 2x;Date de parution|21/01/2021|Editeur|Gaussen (Editions)|ISBN|978-2-35698-207-0|EAN|9782356982070|Format|Grand Format|Présentation|Broché|Nb. de pages|496 pages|Poids|0.63 Kg|Dimensions|14,0 cm × 20,5 cm × 3,7 cm;978-2-35698-207-0;Grand Format;Broché;496 pages;0.63 Kg;14,0 cm × 20,5 cm × 3,7 cm;
;NAN;9791096784455.0;Le clan des Sekhmisis Tome 1- Grand Format;Jenny Dussaussois;;;Jenn Ink Editions;NAN;46.3144754;11.0480288;NAN;;;2021-03-07;March;2021.0;https://www.decitre.fr/livres/le-clan-des-sekhmisis-tome-1-elijah-9791096784455.html;['Livres', 'Littérature', 'Romans'];14,00 €;pas de prix ebook;https://products-images.di-static.com/image/jenny-dussaussois-le-clan-des-sekhmisis-tome-1-elijah/9791096784455-45x70-1.webp 1x,https://products-images.di-static.com/image/jenny-dussaussois-le-clan-des-sekhmisis-tome-1-elijah/9791096784455-45x70-2.webp 2x;Date de parution|07/03/2021|Editeur|Jenn Ink Editions|ISBN|979-10-96784-45-5|EAN|9791096784455|Format|Grand Format|Présentation|Broché|Nb. de pages|303 pages|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;979-10-96784-45-5;Grand Format;Broché;303 pages;;14,8 cm × 21,0 cm × 0,0 cm;
;NAN;9791096784561.0;Rouge Dragon Tome 1- Grand Format;Ori Oda;;;Jenn Ink Editions;NAN;46.3144754;11.0480288;NAN;;;2021-05-18;May;2021.0;https://www.decitre.fr/livres/rouge-dragon-tome-1-carlin-9791096784561.html;['Livres', 'Littérature', 'Romans'];16,00 €;pas de prix ebook;https://products-images.di-static.com/image/ori-oda-rouge-dragon-tome-1-carlin/9791096784561-475x500-1.webp 1x,https://products-images.di-static.com/image/ori-oda-rouge-dragon-tome-1-carlin/9791096784561-475x500-2.webp 2x;Date de parution|18/05/2021|Editeur|Jenn Ink Editions|ISBN|979-10-96784-56-1|EAN|9791096784561|Format|Grand Format|Présentation|Broché|Nb. de pages|492 pages|Dimensions|14,8 cm × 21,0 cm × 0,0 cm;979-10-96784-56-1;Grand Format;Broché;492 pages;;14,8 cm × 21,0 cm × 0,0 cm;
